Boxer,Date,Venue,Purse,lnRPurse,weight,Age,Wins,Losses,KO,W-Title,PPV,ESPN,HBO,FOX,TopRank,GoldenBoy,RDS,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017
"Coca, Dominic",2014.07.25,Doubletree Hotel,2500,7.85985979181722,133,34.4166666666665,8,8,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Lapizco, Francisco J.",2014.07.25,Doubletree Hotel,1000,6.94356905994307,115.5,19.1666666666665,4,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Lorenzo, Christian",2014.07.25,Doubletree Hotel,1000,6.94356905994307,115.7,24.75,2,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Perez, Joe",2014.07.25,Crowne Plaza Hotel,1000,6.94356905994307,122,24.5,4,1,3,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Braxton, Gabriel",2014.07.25,Crowne Plaza Hotel,1200,7.12589061673702,122,29.75,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Ramirez, Daniel",2014.07.25,Crowne Plaza Hotel,3000,8.04218134861118,128,24.3333333333333,10,1,4,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Garcia, Aaron",2014.07.25,Crowne Plaza Hotel,2000,7.63671624050301,128,32.0833333333333,14,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Hood, Riccy",2014.07.25,Crowne Plaza Hotel,1000,6.94356905994307,136,24.6666666666665,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Pantaleon, Norberto",2014.07.25,Crowne Plaza Hotel,1200,7.12589061673702,136,31.0833333333333,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Begay, Herb",2014.08.02,CosmoLV,2000,7.63671624050301,154,27.9166666666667,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0
"Chaves, Diego G.",2014.08.02,CosmoLV,25000,10.1624448848113,148,28.3333333333335,23,1,19,0,0,0,1,0,1,0,10,0,0,0,0,0,1,0,0,0
"Rios, Brandon L.",2014.08.02,CosmoLV,925000,13.7733627974555,147,28.3333333333335,31,2,23,0,0,0,1,0,1,0,10,0,0,0,0,0,1,0,0,0
"De Leon, Erick",2014.08.02,CosmoLV,4000,8.32986342106296,130.6,22.5833333333335,7,0,3,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0
"Toledo, Pedro",2014.08.02,CosmoLV,3500,8.19633202843843,131,27.5833333333335,2,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0
"Mosley, Shane Jnr.",2014.08.02,CosmoLV,4000,8.32986342106296,159.6,23.7006849315069,1,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0
"Magdaleno, Jessie",2014.08.02,CosmoLV,8000,9.0230106016229,123,22.75,18,0,14,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0
"Rodriguez, Carlos S.",2014.08.02,CosmoLV,2000,7.63671624050301,123,30.9166666666667,18,14,10,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0
"Ramirez, Jose C.",2014.08.02,CosmoLV,10000,9.24615415293711,142.4,22,10,0,8,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0
"Vargas, Jessie",2014.08.02,CosmoLV,120000,11.7310608027251,140,25.25,24,0,9,1,0,0,1,0,1,0,12,0,0,0,0,0,1,0,0,0
"Novikov, Anton",2014.08.02,CosmoLV,105000,11.5975294101006,139.4,26.5833333333335,29,0,10,1,0,0,1,0,1,0,12,0,0,0,0,0,1,0,0,0
"Vazquez, Orlando",2014.08.02,CosmoLV,6000,8.73532852917112,132.3,32.25,13,4,7,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0
"Rodriguez, Saul",2014.08.02,CosmoLV,7500,8.95847208048533,132.8,21.3333333333335,13,0,10,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0
"Peterson, Percy",2014.08.02,Alameda Fair.,900,6.83820854428524,144,23,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Bourland, Ryan",2014.08.02,Alameda Fair.,800,6.72042550862886,177,26.1666666666667,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Daniel, Khrystian",2014.08.02,Alameda Fair.,800,6.72042550862886,144,21.5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Ghvamichava, Levan",2014.08.02,Alameda Fair.,6000,8.73532852917112,142,29.0833333333335,11,1,8,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Singleton, Christopher",2014.08.02,Alameda Fair.,5700,8.68403523478357,141,30.4166666666667,12,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Lugo, Luis A.",2014.08.02,Alameda Fair.,2000,7.63671624050301,147,26.8333333333335,13,20,5,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Victorian, Dwain",2014.08.02,Alameda Fair.,1200,7.12589061673702,137,22.8333333333335,4,2,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Diaz, Joel Jnr.",2014.08.08,Churchill Fairgrounds,10000,9.24615415293711,131.6,22.4166666666667,16,0,12,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Escalera, Jason M.",2014.08.08,Churchill Fairgrounds,6000,8.73532852917112,168,29.7061643835584,14,2,12,0,0,1,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Nelson, Willie",2014.08.08,Churchill Fairgrounds,15000,9.65161926104528,154.6,27.3333333333335,22,1,13,0,0,1,0,0,0,0,10,0,0,0,0,0,1,0,0,0
"Grajeda, Luis E.",2014.08.08,Churchill Fairgrounds,10000,9.24615415293711,154.8,27.6732876712297,17,2,13,0,0,1,0,0,0,0,10,0,0,0,0,0,1,0,0,0
"Vasquez, Oscar R.",2014.08.08,Churchill Fairgrounds,2000,7.63671624050301,113,27.0833333333335,6,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Lopez, Sergio R.",2014.08.08,Churchill Fairgrounds,2000,7.63671624050301,113,23.4166666666667,2,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Zhilei, Zhang",2014.08.08,Churchill Fairgrounds,7500,8.95847208048533,259.2,31.25,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Tate, Curtis Lee",2014.08.08,Churchill Fairgrounds,4000,8.32986342106296,227.4,30.3333333333335,7,4,6,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Vaughan, Liam",2014.08.09,Civic Auditorium,1500,7.34903416805123,159,24,8,2,2,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0
"Benitez, Saul",2014.08.09,Civic Auditorium,1500,7.34903416805123,156.4,22.8333333333335,3,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0
"Felix, Jose Jnr.",2014.08.09,Civic Auditorium,12500,9.46929770425132,136.8,22.25,27,1,22,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0
"Rodriguez, Alejandro",2014.08.09,Civic Auditorium,8000,9.0230106016229,136.6,26.4166666666667,21,14,12,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0
"Falcao, Esquiva F.",2014.08.09,Civic Auditorium,4000,8.32986342106296,157.4,24.7171232876681,3,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0
"Zepeda, Jose",2014.08.09,Civic Auditorium,10000,9.24615415293711,142,25.25,19,0,16,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0
"Garza, Adrian R.",2014.08.09,Civic Auditorium,4500,8.44764645671934,142,25.8333333333335,8,3,6,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0
"Najera, Ivan",2014.08.09,Civic Auditorium,6000,8.73532852917112,135,21.75,13,0,8,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0
"Martyniouk, Stan",2014.08.09,Civic Auditorium,5000,8.55300697237717,134.6,29.1666666666667,13,1,2,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0
"Kavaliauskas, Egidijus",2014.08.09,Civic Auditorium,4000,8.32986342106296,147,26.1666666666667,6,0,5,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0
"Whitaker, Benjamin",2014.08.09,Civic Auditorium,3500,8.19633202843843,146.4,30.25,7,0,2,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0
"Valerio, Edgar",2014.08.09,Civic Auditorium,1500,7.34903416805123,120.4,20.0833333333335,3,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0
"Rodriguez, Adrian",2014.08.09,Civic Auditorium,1500,7.34903416805123,120,27.3333333333335,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0
"Sedano, Luis A.",2014.08.09,Civic Auditorium,1500,7.34903416805123,131.2,24.8333333333335,2,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0
"Wohlman, Zachary",2014.08.09,Civic Auditorium,2500,7.85985979181722,141.2,26.25,8,1,1,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0
"Velarde, Paul A.",2014.08.09,Civic Auditorium,2500,7.85985979181722,138.4,31.25,3,4,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0
"Pedraza, Jose",2014.08.15,Chumash Casino,10000,9.24615415293711,132,25.25,17,0,11,0,0,1,0,0,0,0,10,0,0,0,0,0,1,0,0,0
"Martinez, Juan Carlos",2014.08.15,Chumash Casino,10000,9.24615415293711,129,32.703424657534,20,14,7,0,0,1,0,0,0,0,10,0,0,0,0,0,1,0,0,0
"Santana, Francisco",2014.08.15,Chumash Casino,4000,8.32986342106296,146,28.25,20,3,9,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Lugo, Luis A.",2014.08.15,Chumash Casino,3000,8.04218134861118,145,26.8333333333335,13,21,5,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Nugaev, Rustam R.",2014.08.15,Chumash Casino,20000,9.93930133349706,134,31.9166666666667,27,6,17,0,0,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0
"Shafikov, Denis F.",2014.08.15,Chumash Casino,25000,10.1624448848113,135,29.1666666666667,33,1,17,0,0,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0
"Serrano, Rufino",2014.08.15,Chumash Casino,2250,7.7544992761594,125,24,14,5,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Suleymanov, Khabir",2014.08.15,Chumash Casino,2000,7.63671624050301,125,33.7034246575342,16,4,6,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Tinae, Andrew",2014.08.15,Chumash Casino,1200,7.12589061673702,258,29.1666666666667,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Dirrell, Anthony",2014.08.16,StubHub,500000,13.1581771583653,168,29.8333333333335,26,0,22,1,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0
"Bika, Sakio",2014.08.16,StubHub,700000,13.4946493949865,167.8,35.3333333333335,32,5,21,1,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0
"Figueroa, Omar",2014.08.16,StubHub,270000,12.5419910189414,135,24.7143835616407,23,0,17,1,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0
"Porter, Shawn",2014.08.16,StubHub,500000,13.1581771583653,146.8,26.8333333333335,24,0,15,1,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0
"Breazeale, Dominic",2014.08.16,StubHub,10000,9.24615415293711,250,29,11,0,10,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0
"Gavern, Jason",2014.08.16,StubHub,32500,10.4248091492788,247,37.3333333333335,25,16,11,0,0,0,0,0,0,1,10,0,0,0,0,0,1,0,0,0
"Wilder, Deontay L.",2014.08.16,StubHub,50000,10.8555920653712,224,28.8333333333335,31,0,31,0,0,0,0,0,0,1,10,0,0,0,0,0,1,0,0,0
"Terry, Ira",2014.08.16,StubHub,6500,8.81537123684466,132,27.5,26,11,16,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0
"Linares, Jorge",2014.08.16,StubHub,5000,8.55300697237717,137,29,36,3,23,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0
"Najera, Fernando",2014.08.16,StubHub,1800,7.53135572484519,158.2,27.1666666666667,1,3,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
"Quigley, Jason R.",2014.08.16,StubHub,4000,8.32986342106296,161.4,23.25,1,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
"Maidana, Fabian",2014.08.16,StubHub,2500,7.85985979181722,142.4,22.1666666666667,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0
"Rhodes, Lydell",2014.08.16,StubHub,5000,8.55300697237717,142.6,26.8333333333335,21,0,10,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0
"Ramirez, Jose L. Jnr.",2014.08.16,StubHub,7000,8.88947920899838,144,26.75,7,0,4,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0
"Sanchez, Alan L.",2014.08.16,StubHub,10000,9.24615415293711,148,23.5,13,3,7,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0
"Alcantara, Jonathan G.",2014.08.16,Harley Davidson,2000,7.63671624050301,121.5,26.4166666666667,6,11,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Delgado, Heriberto",2014.08.16,Harley Davidson,2000,7.63671624050301,121.25,20.5833333333335,11,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Hermosillo, Mario M.",2014.08.16,Harley Davidson,2000,7.63671624050301,138.75,27.7006849315037,12,13,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Arellano, Antonio I.",2014.08.16,Harley Davidson,1500,7.34903416805123,139.25,28.0833333333335,6,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Caro, Giovanni",2014.08.16,Harley Davidson,4000,8.32986342106296,120.25,31.75,24,14,19,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Martin, Christopher",2014.08.16,Harley Davidson,4000,8.32986342106296,122.75,28.0833333333335,27,3,9,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Melo, Pedro",2014.08.16,Harley Davidson,4000,8.32986342106296,120.5,26.3333333333335,11,5,2,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Roman, Daniel",2014.08.16,Harley Davidson,4500,8.44764645671934,122.25,24.25,10,2,4,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Phipps, Jas",2014.08.16,Harley Davidson,1200,7.12589061673702,164.75,27,4,5,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Sierra, Ulises",2014.08.16,Harley Davidson,1200,7.12589061673702,165,25.5833333333335,7,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Rico, Jesus M.",2014.08.16,Harley Davidson,1500,7.34903416805123,143.25,21.9166666666667,2,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Vargas, Adrian",2014.08.16,Harley Davidson,1200,7.12589061673702,146.5,24.6979452054763,10,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Santillan, Giovanni",2014.08.16,Harley Davidson,5000,8.55300697237717,139,22.7390410958906,13,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Rin, Sopaun",2014.08.21,The Hangar,1600,7.4135726891888,132.8,27.8333333333335,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Kim, Daniel",2014.08.21,The Hangar,1200,7.12589061673702,133.4,24.5833333333335,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Santana, Oscar",2014.08.21,The Hangar,1300,7.20593332441056,133.5,23.5,3,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Teague, Tavorus",2014.08.21,The Hangar,2500,7.85985979181722,150,27.3333333333335,2,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Watts, Tevin",2014.08.21,The Hangar,1500,7.34903416805123,149.6,22.3333333333335,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Watts, Kevin",2014.08.21,The Hangar,2500,7.85985979181722,139.8,22.3333333333335,5,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Aguilera, Nagy",2014.08.22,Sports Center,15000,9.65161926104528,244,28.25,19,8,13,0,0,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0
"Washington, Gerald M.",2014.08.22,Sports Center,10000,9.24615415293711,246,32.3333333333335,13,0,10,0,0,0,0,1,0,0,8,0,0,0,0,0,1,0,0,0
"Frias, Sergio",2014.08.22,Sports Center,8000,9.0230106016229,122,23.25,16,3,9,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,0,0
"Avila, Manuel",2014.08.22,Sports Center,12000,9.42847570973107,122,22.3333333333335,15,0,6,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,0,0
"Peterson, Percy",2014.08.22,Sports Center,1500,7.34903416805123,135,23,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Bautista, Chris",2014.08.22,Sports Center,1000,6.94356905994307,137,20.3333333333335,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Bourland, Ryan",2014.08.22,Sports Center,1000,6.94356905994307,176,26.1666666666667,3,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Robb, Guy Lee",2014.08.22,Sports Center,3500,8.19633202843843,127,25.5,13,1,5,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0
"Najera, Sergio",2014.08.22,Sports Center,3000,8.04218134861118,124,25,6,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Robles, Manny III",2014.08.22,Sports Center,2500,7.85985979181722,125,20.25,8,14,3,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Martinez, Cesar",2014.08.22,Sports Center,1800,7.53135572484519,131,25.0833333333335,4,2,1,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0
"Vences, Andy",2014.08.22,Sports Center,1500,7.34903416805123,130,23.25,8,0,4,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0
"Quiroz, Jesus",2014.08.22,Sports Center,1000,6.94356905994307,152,22.8333333333335,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Siapno, Joel",2014.08.22,Sports Center,1000,6.94356905994307,152,22.7116438356165,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Zavaleta, Mauricio",2014.08.22,Sports Center,1000,6.94356905994307,155,26.0833333333335,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Walters, William",2014.08.22,Sports Center,1250,7.16671261125728,154,33.25,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Bone, Erick E.",2014.08.22,Pechanga Casino,8000,9.0230106016229,143,25.6869863013667,14,1,8,0,0,1,0,0,0,0,10,0,0,0,0,0,1,0,0,0
"Montes, Mahonry",2014.08.22,Pechanga Casino,8500,9.08363522343934,142.5,24.75,29,3,21,0,0,1,0,0,0,0,10,0,0,0,0,0,1,0,0,0
"Funez, Juan",2014.08.22,Pechanga Casino,1000,6.94356905994307,124.5,20.8333333333335,5,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Fuentes, Fernando",2014.08.22,Pechanga Casino,2000,7.63671624050301,123.5,20.0833333333335,4,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Roman, Jessie",2014.08.22,Pechanga Casino,5000,8.55300697237717,141,23.25,17,1,9,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Chavez, Joaquin R.",2014.08.22,Pechanga Casino,5000,8.55300697237717,141,26.75,8,13,2,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Gibson, Avery B.",2014.08.22,Pechanga Casino,3000,8.04218134861118,245,31.6787671232871,3,4,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Conley, Joshua",2014.08.22,Pechanga Casino,2500,7.85985979181722,156,22.4166666666667,8,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Trout, Austin",2014.08.22,Pechanga Casino,50000,10.8555920653712,154,28.9166666666667,26,2,14,0,0,1,0,0,0,0,10,0,0,0,0,0,1,0,0,0
"Hunter, Michael",2014.08.22,Pechanga Casino,4500,8.44764645671934,205,26.0833333333335,5,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Jolly, Harvey",2014.08.22,Pechanga Casino,4000,8.32986342106296,194,37.9166666666667,14,21,7,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Davis, Kyrone",2014.08.22,Pechanga Casino,2000,7.63671624050301,159,19.75,3,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Worthy, John",2014.08.22,Pechanga Casino,3000,8.04218134861118,161,31.75,3,6,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Martin, Kareem",2014.08.22,Pechanga Casino,1500,7.34903416805123,146.5,19,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Harris, Taif",2014.08.22,Pechanga Casino,1000,6.94356905994307,147,31.8333333333335,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Elbiali, Ahmed",2014.08.22,Pechanga Casino,2500,7.85985979181722,175,23.8333333333335,5,0,5,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Williams, Dwayne",2014.08.22,Pechanga Casino,3500,8.19633202843843,175,31.0833333333335,5,3,2,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Montes, Enrique",2014.08.22,Pechanga Casino,2000,7.63671624050301,152,27.5833333333335,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Hill, Thomas G. Jnr.",2014.08.22,Pechanga Casino,1500,7.34903416805123,152.5,20.3333333333335,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Urena, Arturo",2014.08.22,Pechanga Casino,4000,8.32986342106296,153,41,22,17,18,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Zarate, Isaac",2014.08.22,Omega Products,3000,8.04218134861118,121.2,22.9166666666667,7,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Barreras, Guadalupe",2014.08.22,Omega Products,2000,7.63671624050301,122,27.8333333333335,8,2,4,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Reyes, Juan R.",2014.08.22,Omega Products,3000,8.04218134861118,124.8,25,10,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Capaceta, Victor",2014.08.22,Omega Products,2000,7.63671624050301,124.8,21.9166666666667,4,6,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Solis, Luis",2014.08.22,Omega Products,4000,8.32986342106296,139.6,22.5,15,3,12,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Huerta, Miguel A.",2014.08.22,Omega Products,5000,8.55300697237717,139,35.8333333333335,27,12,18,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
"Ramirez, Danny",2014.08.22,Omega Products,1200,7.12589061673702,138.8,24.1666666666667,4,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Lopez, Wilberth A.",2014.08.22,Omega Products,1500,7.34903416805123,140,19.5,3,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Silva, Luis A.",2014.08.22,Omega Products,1200,7.12589061673702,134.75,28.25,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Angeles, Mario",2014.08.30,Del Mar Fair,1200,7.12589061673702,144.5,35.7390410958903,1,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Ceballos, Manuel",2014.08.30,Del Mar Fair,1000,6.94356905994307,174,21.25,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Buchanan, Jerome",2014.08.30,Del Mar Fair,1200,7.12589061673702,174.5,28.0833333333335,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Chacon, Raymond",2014.08.30,Del Mar Fair,1200,7.12589061673702,124,27.3333333333335,5,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Quevedo, Rick",2014.08.30,Del Mar Fair,1000,6.94356905994307,136,22,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Hernandez, Ruben G.",2014.08.30,Del Mar Fair,1500,7.34903416805123,122,21.3333333333335,10,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Gallo, Javier",2014.08.30,Del Mar Fair,2500,7.85985979181722,121.5,31,21,9,12,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"E-Njani, Mulapi",2014.09.04,Crowne Plaza Hotel,1000,6.94356905994307,122,27.5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Urbina, Juan",2014.09.04,Crowne Plaza Hotel,1200,7.12589061673702,118,22.6666666666667,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Zavala, Pedro Ivan",2014.09.04,Crowne Plaza Hotel,2000,7.63671624050301,142,20.3333333333333,6,6,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
"Guzman, Vicente",2014.09.06,SOS Club,1000,6.94356905994307,147,31.5,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Jose, Don",2014.09.06,SOS Club,1000,6.94356905994307,115,27.5,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Mendoza, Gilberto",2014.09.06,SOS Club,1000,6.94356905994307,116,24.9166666666667,3,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Torres, Victor",2014.09.06,SOS Club,1000,6.94356905994307,119,20.25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Gaxiola, Michael",2014.09.06,SOS Club,1000,6.94356905994307,119,20.6666666666667,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Walters, William",2014.09.06,SOS Club,1000,6.94356905994307,146,33.3333333333333,2,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Hernandez, Mark A.",2014.09.06,SOS Club,1500,7.34903416805123,146,21.3333333333333,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Richardson, Nathaniel",2014.09.06,SOS Club,1000,6.94356905994307,149,26,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
"Mallard, Darren",2014.09.06,SOS Club,1000,6.94356905994307,152.5,24.6666666666667,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
